date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,ADP_shares,ADP_value,AAPL_shares,AAPL_value,EL_shares,EL_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,MU_shares,MU_value,JKHY_shares,JKHY_value,NKE_shares,NKE_value,XOM_shares,XOM_value,PAYX_shares,PAYX_value,CVX_shares,CVX_value,EA_shares,EA_value,CL_shares,CL_value,EOG_shares,EOG_value,COP_shares,COP_value,GPC_shares,GPC_value,GWW_shares,GWW_value,GPN_shares,GPN_value,SNA_shares,SNA_value,AES_shares,AES_value,WDC_shares,WDC_value,TRV_shares,TRV_value,FAST_shares,FAST_value,MCHP_shares,MCHP_value,CPRT_shares,CPRT_value,NTAP_shares,NTAP_value,HRL_shares,HRL_value,HAS_shares,HAS_value,CMI_shares,CMI_value,WSM_shares,WSM_value,KR_shares,KR_value,HSIC_shares,HSIC_value,DLTR_shares,DLTR_value,LUV_shares,LUV_value,F_shares,F_value,DE_shares,DE_value,NFLX_shares,NFLX_value,EW_shares,EW_value,VLO_shares,VLO_value,LLY_shares,LLY_value,ACN_shares,ACN_value,EBAY_shares,EBAY_value,EMN_shares,EMN_value,CTRA_shares,CTRA_value,URI_shares,URI_value,CSGP_shares,CSGP_value,EMR_shares,EMR_value,NVR_shares,NVR_value,DVN_shares,DVN_value,LHX_shares,LHX_value,CVS_shares,CVS_value,TTWO_shares,TTWO_value,SWKS_shares,SWKS_value,MOH_shares,MOH_value,ROST_shares,ROST_value,DECK_shares,DECK_value,GLW_shares,GLW_value,GRMN_shares,GRMN_value,RMD_shares,RMD_value,RL_shares,RL_value,TXN_shares,TXN_value,SYY_shares,SYY_value,PWR_shares,PWR_value,LOW_shares,LOW_value,MOS_shares,MOS_value,FDX_shares,FDX_value,TSCO_shares,TSCO_value,FCX_shares,FCX_value,ALGN_shares,ALGN_value,VZ_shares,VZ_value,AMP_shares,AMP_value,MTCH_shares,MTCH_value,AXON_shares,AXON_value,TJX_shares,TJX_value,TECH_shares,TECH_value,MPWR_shares,MPWR_value,CDNS_shares,CDNS_value,KDP_shares,KDP_value,TGT_shares,TGT_value,FSLR_shares,FSLR_value,DHR_shares,DHR_value,LRCX_shares,LRCX_value,SMCI_shares,SMCI_value,PCAR_shares,PCAR_value,ZBH_shares,ZBH_value,TXT_shares,TXT_value,PHM_shares,PHM_value,WMT_shares,WMT_value,CTSH_shares,CTSH_value,EXPD_shares,EXPD_value,DD_shares,DD_value,FFIV_shares,FFIV_value,ABT_shares,ABT_value,ISRG_shares,ISRG_value,WST_shares,WST_value,A_shares,A_value,ULTA_shares,ULTA_value,GE_shares,GE_value,AMZN_shares,AMZN_value,NEM_shares,NEM_value,BAX_shares,BAX_value,PRU_shares,PRU_value,TPR_shares,TPR_value,J_shares,J_value,FTNT_shares,FTNT_value,NUE_shares,NUE_value,STLD_shares,STLD_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,EPAM_shares,EPAM_value,LULU_shares,LULU_value,DAL_shares,DAL_value,UAL_shares,UAL_value,GOOGL_shares,GOOGL_value,PSX_shares,PSX_value,ENPH_shares,ENPH_value,DHI_shares,DHI_value,LEN_shares,LEN_value,MHK_shares,MHK_value,TSLA_shares,TSLA_value,REGN_shares,REGN_value,WY_shares,WY_value,FANG_shares,FANG_value,OXY_shares,OXY_value,CF_shares,CF_value,INCY_shares,INCY_value,run
2006-07-31,105.67004750275312,0.3955517031406679,10.814766887362358,,,,,,,0.2886464064484185,10.410872390442304,1.278964666237286,8.671883228316823,0.6567908187987531,11.259852087773217,,,,,,,0.4931156021750587,10.790389451307249,,,,,,,0.912532225663308,10.97007195628171,,,,,1.3316511969324816,10.27021330277948,0.3371799948459475,11.794049286958373,0.5201050348428359,9.366176160600231,0.3608224081984536,11.321772750931377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2006-08-31,107.9578029675492,0.3955517031406679,11.434331369160038,,,,,,,,,,,,,,,,,0.5484985310267757,10.336454440575537,0.4931156021750587,11.638630716269262,,,,,,,,,,,,,,,0.3371799948459475,11.781863452946643,,,0.3608224081984536,11.08425078572005,0.2079040531622487,10.336454440575537,0.5382547980069673,10.336454440575537,0.4533069018917931,10.336454440575537,0.4065302108064904,10.336454440575537,0.4508701642101622,10.336454440575537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2006-09-30,109.27288931237204,,,,,,,,,,,,,,,,,,,0.5484985310267757,11.438936613480706,0.4931156021750587,11.673159003911644,,,0.6812642386124025,10.77009921187246,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220960470499617,10.77009921187246,0.5196164743915794,10.77009921187246,0.3751227200263147,10.77009921187246,0.8076515141149995,10.77009921187246,0.9824336663062012,10.77009921187246,0.3608185902569971,10.77009921187246,3.422112328164821,10.77009921187246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2006-10-31,114.47221308801213,,,,,,,,,,,,,,,,,,,0.5484985310267757,12.149242253007497,0.4931156021750587,12.23861932099168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220960470499617,11.695735313724342,0.5196164743915794,10.696684237010254,,,,,0.9824336663062012,10.877204359231794,0.3608185902569971,11.813146194088525,3.422112328164821,11.230595334874083,1.1922395308628695,11.256995358361316,6.225783748144579,11.256995358361316,0.414150468964651,11.256995358361316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2006-11-30,117.17711126223566,0.4998824020219291,11.848172480015888,,,,,,,0.3305482265929487,11.848172480015888,,,0.5818043506161837,11.848172480015888,0.2749700833872295,11.848172480015888,,,,,0.4931156021750587,11.939093879500229,,,,,,,,,0.8308760681899532,11.848172480015888,,,,,,,,,,,,,,,,,,,,,0.220960470499617,11.628236097730044,,,,,,,0.9824336663062012,12.210080491139443,,,3.422112328164821,10.04446163911333,,,,,0.414150468964651,12.11437675467316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2006-12-31,119.0902627353076,0.4998824020219291,13.452571425546513,,,,,,,0.3305482265929487,12.007075056336598,,,,,0.2749700833872295,12.669224774371994,,,,,0.4931156021750587,12.191588390336843,,,0.6906260199610373,11.05075003575599,,,,,0.8308760681899532,11.32879807603603,0.6569304348751315,11.05075003575599,,,,,,,,,,,,,,,,,,,,,,,,,0.766657906978119,11.05075003575599,0.9824336663062012,12.174378150738498,,,,,,,,,0.414150468964651,12.11437675467316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-01-31,119.1576225790246,0.4998824020219291,13.279606058132424,,,,,,,0.3305482265929487,12.754249675295382,,,,,0.2749700833872295,13.028126899546928,,,,,0.4931156021750587,11.86965356252066,,,0.6906260199610373,13.014153990773549,,,,,0.8308760681899532,10.509165953356575,0.6569304348751315,11.019768472316196,,,,,,,,,,,,,,,,,,,,,,,,,0.766657906978119,10.424003453354564,0.9824336663062012,11.662647415756846,,,,,,,,,,,1.8272597192696176,11.596247097971451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-03-31,119.7397840509945,0.4998824020219291,13.47590425433962,,,,,,,0.3305482265929487,12.255828535147293,,,,,0.2749700833872295,14.11163347286607,,,,,,,,,,,,,,,0.8308760681899532,9.803142846287626,,,,,,,,,0.3238004998741667,11.68221249039231,,,,,,,,,0.4232898290060931,11.68221249039231,0.2063671819687022,11.68221249039231,,,,,,,,,0.3506429508529058,11.68221249039231,,,,,,,,,,,0.7266806472312468,11.68221249039231,0.4898304465386461,11.68221249039231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-04-30,124.90839978541456,,,,,,,,,0.3305482265929487,12.19435890205182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4232898290060931,11.86935560487194,0.2063671819687022,12.495908218670174,,,,,,,,,0.3506429508529058,12.269679613205698,,,,,,,,,1.9800605684550576,12.679849574435826,,,,,1.1159427398147703,12.679849574435826,1.2002003568309814,12.679849574435826,0.6202497229853535,12.679849574435826,0.967435122546929,12.679849574435826,1.0197820615916269,12.679849574435826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-05-31,127.91484862928354,,,0.0998924280173346,12.849163503625752,,,,,0.3305482265929487,12.888947220191849,,,,,,,,,0.5353818126510731,12.849163503625752,,,,,,,,,,,1.0801034134212004,12.849163503625752,,,,,,,,,0.3232362127823775,12.849163503625752,,,,,,,,,0.4232898290060931,12.328185477275648,0.2063671819687022,13.317169998377407,,,,,,,,,0.3506429508529058,12.285564911684126,,,,,,,,,,,0.7078839162422098,12.849163503625752,0.413718291496004,12.849163503625752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-06-30,131.8167489246219,,,0.0998924280173346,13.647303027972264,,,,,0.3305482265929487,13.3568523171279,,,,,,,,,,,0.4860049069886986,13.216681748830752,,,,,,,,,,,,,,,0.2998488602477122,13.216681748830752,,,0.3232362127823775,13.37889584861882,,,,,,,0.4126813640761045,13.216681748830752,,,,,,,,,,,,,0.3506429508529058,12.133607237918392,,,,,,,,,,,,,,,1.2929756897183786,13.216681748830752,1.3089746006176708,13.216681748830752,,,,,,,2.6966781000487736,13.216681748830752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-07-31,128.20103558283392,,,0.0998924280173346,12.66735855300021,,,,,0.3305482265929487,13.649007399482178,,,,,,,,,,,0.4860049069886986,12.718567691718471,,,,,,,,,,,,,,,0.2998488602477122,13.4136371450908,,,0.3232362127823775,13.540890034740611,,,,,,,0.4126813640761045,13.610654672772124,,,,,,,,,,,,,0.3506429508529058,11.577826443469394,,,,,,,,,,,,,,,,,,,,,,,,,2.6966781000487736,11.939912003125992,0.2957087933148578,12.541590819717058,5.09524760325062,12.54159081971706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-08-31,129.4833946377529,0.4947430476109175,13.122045671761454,,,,,,,,,,,,,,,,,,,0.4860049069886986,12.532259383639293,,,,,,,,,,,,,,,0.2998488602477122,13.508180630899265,,,0.3232362127823775,13.937941450777704,,,,,,,0.4126813640761045,13.856880666090357,,,,,,,,,,,,,0.3506429508529058,11.523101349443802,,,,,,,,,,,,,,,,,,,,,,,,,2.6966781000487736,10.957782814296833,0.2957087933148578,14.17048102226012,5.09524760325062,12.752675976822609,3.260135493379057,13.122045671761454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2007-09-30,138.17692324150576,0.4947430476109175,13.783195289783862,,,,,,,,,,,0.6380034184968957,13.676093343414417,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3232362127823775,14.967556507588808,,,,,,,,,0.4784879710427932,13.676093343414417,,,,,,,,,,,,,,,,,,,,,,,0.8638808668544126,13.676093343414417,,,,,1.3320163962908724,13.676093343414417,,,,,,,2.6966781000487736,11.911847752402362,0.2957087933148578,15.457763631244228,,,,,0.3898092213000725,13.676093343414417,0.4068508036928512,13.676093343414417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
