date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,LHX_shares,LHX_value,AAPL_shares,AAPL_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,EA_shares,EA_value,EQIX_shares,EQIX_value,GEN_shares,GEN_value,FAST_shares,FAST_value,PAYX_shares,PAYX_value,DE_shares,DE_value,TRV_shares,TRV_value,CHRW_shares,CHRW_value,VLO_shares,VLO_value,EOG_shares,EOG_value,DECK_shares,DECK_value,GWW_shares,GWW_value,CTRA_shares,CTRA_value,COP_shares,COP_value,CTSH_shares,CTSH_value,GRMN_shares,GRMN_value,CVX_shares,CVX_value,DVN_shares,DVN_value,WDC_shares,WDC_value,GILD_shares,GILD_value,XOM_shares,XOM_value,MU_shares,MU_value,CAH_shares,CAH_value,RMD_shares,RMD_value,MSFT_shares,MSFT_value,F_shares,F_value,SYY_shares,SYY_value,EMN_shares,EMN_value,DD_shares,DD_value,CMI_shares,CMI_value,FCX_shares,FCX_value,JBL_shares,JBL_value,ECL_shares,ECL_value,TXT_shares,TXT_value,GLW_shares,GLW_value,CSGP_shares,CSGP_value,NVR_shares,NVR_value,EBAY_shares,EBAY_value,MOH_shares,MOH_value,BMY_shares,BMY_value,TECH_shares,TECH_value,IDXX_shares,IDXX_value,AMAT_shares,AMAT_value,J_shares,J_value,GPN_shares,GPN_value,TXN_shares,TXN_value,EXPD_shares,EXPD_value,NEM_shares,NEM_value,PWR_shares,PWR_value,NUE_shares,NUE_value,FDX_shares,FDX_value,EW_shares,EW_value,WSM_shares,WSM_value,LUV_shares,LUV_value,ROST_shares,ROST_value,ALGN_shares,ALGN_value,CMG_shares,CMG_value,SBUX_shares,SBUX_value,FFIV_shares,FFIV_value,TER_shares,TER_value,GE_shares,GE_value,MPWR_shares,MPWR_value,LRCX_shares,LRCX_value,AMP_shares,AMP_value,ADSK_shares,ADSK_value,MOS_shares,MOS_value,PODD_shares,PODD_value,VRSN_shares,VRSN_value,VZ_shares,VZ_value,AXON_shares,AXON_value,PCAR_shares,PCAR_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,JBHT_shares,JBHT_value,STX_shares,STX_value,PKG_shares,PKG_value,APA_shares,APA_value,LII_shares,LII_value,SWKS_shares,SWKS_value,SMCI_shares,SMCI_value,JKHY_shares,JKHY_value,NVDA_shares,NVDA_value,CNC_shares,CNC_value,TSLA_shares,TSLA_value,TKO_shares,TKO_value,MNST_shares,MNST_value,FTNT_shares,FTNT_value,LLY_shares,LLY_value,DAL_shares,DAL_value,LULU_shares,LULU_value,ULTA_shares,ULTA_value,EPAM_shares,EPAM_value,AOS_shares,AOS_value,ALB_shares,ALB_value,CPRT_shares,CPRT_value,IFF_shares,IFF_value,APD_shares,APD_value,ANET_shares,ANET_value,REGN_shares,REGN_value,CF_shares,CF_value,PSX_shares,PSX_value,ACGL_shares,ACGL_value,STLD_shares,STLD_value,MHK_shares,MHK_value,APTV_shares,APTV_value,WY_shares,WY_value,FANG_shares,FANG_value,OXY_shares,OXY_value,LEN_shares,LEN_value,VRTX_shares,VRTX_value,DHI_shares,DHI_value,HRL_shares,HRL_value,run
2006-07-31,101.65504741949444,,,,,,,,,,,1.278964120246846,8.671877086856531,0.6567909010768586,11.259857256515476,,,,,,,,,,,1.3475766133755875,10.393031826418676,,,1.0145527810445094,12.19651651715013,,,,,,,,,0.5383727873905393,9.69514622810159,,,0.3612727543275736,10.53298526574635,0.2923753512439461,8.77862111444597,0.2958327172926522,10.329427301261576,0.41811185739433,10.896894343570166,3.7573268010857537,8.900690479427976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2006-08-31,100.28833239913888,,,,,,,,,,,,,,,,,,,0.5599332006607702,10.551940781976596,,,,,,,,,,,,,,,,,,,,,,,0.3612727543275736,10.096027479061895,0.2923753512439461,8.786293424478652,,,0.41811185739433,9.533925353848998,3.7573268010857537,8.560441449889728,0.2182250136897494,10.5519407819766,2.314508604882122,10.5519407819766,0.4150052667448939,10.5519407819766,0.6780335300627467,10.5519407819766,0.4169096149590489,10.5519407819766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2006-09-30,103.08580010864102,,,,,,,,,,,,,,,,,,,0.5599332006607702,11.677406643463286,,,4.4368771221510395,10.2533981930343,,,,,,,,,,,,,,,,,,,0.3612727543275736,10.78366041033446,,,,,0.41811185739433,9.567753075953934,3.7573268010857537,9.87759541187761,,,2.314508604882122,9.91239360184024,,,,,,,0.3288311310259144,10.253398193034297,0.2578820860082041,10.253398193034297,0.9353009086281896,10.253398193034297,0.8469052526370708,10.253398193034297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2006-10-31,108.97932604217968,,,,,,,,,,,,,,,,,,,0.5599332006607702,12.402520181038495,,,4.4368771221510395,10.799494385761207,,,,,,,,,,,,,,,,,,,0.3612727543275736,11.82801545722156,,,,,0.41811185739433,9.78543779321198,3.7573268010857537,11.098725905577266,,,,,,,,,,,0.3288311310259144,10.62331251798338,0.2578820860082041,10.87136923306183,0.9353009086281896,10.355366700107275,0.8469052526370708,10.2727798929278,0.2953403348361696,10.942303975288874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2006-11-30,115.725519257111,,,,,,,,,,,,,,,,,,,0.5599332006607702,12.917658768365918,,,4.4368771221510395,12.208703735257654,,,,,,,,,,,,,,,,,,,0.3612727543275736,11.985323953859746,,,,,0.41811185739433,10.38354602048925,3.7573268010857537,11.637275566798088,,,,,,,,,,,0.3288311310259144,11.432708450350596,0.2578820860082041,11.933456541327129,0.9353009086281896,11.624296525818009,0.8469052526370708,9.834435414184528,,,0.8252619421153479,11.76811428066008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2006-12-31,115.58747500760772,,,,,,,,,,,,,,,0.2410060206815083,11.104329602648296,,,0.5599332006607702,15.014609074755144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3647891786537473,11.104329602648296,,,,,0.9353009086281896,11.590307915432804,,,,,0.8252619421153479,11.252250798881729,0.3744296848572314,11.104329602648296,0.5416756731268166,11.104329602648296,0.5247394119515219,11.104329602648296,2.8419075306785286,11.104329602648296,0.5221818695339971,11.104329602648296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-01-31,117.18030854826164,,,,,,,,,,,,,,,0.2410060206815083,11.418905050007416,,,0.5599332006607702,16.078481942413042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3647891786537473,10.019038518628616,,,,,0.9353009086281896,11.103127724223707,,,,,0.8252619421153479,10.4381552542757,0.3744296848572314,12.326213113211669,0.5416756731268166,11.862369521744016,0.5247394119515219,11.47620651321362,2.8419075306785286,12.021069705289973,0.5221818695339971,10.436741205253892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-03-31,112.4647779087706,,,,,,,,,,,,,,,,,,,0.5599332006607702,13.740761256849458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4514688691939063,11.352068672895216,,,0.2005352471262966,11.352068672895216,,,0.4094342865738366,11.352068672895216,,,,,0.3146500061100715,11.352068672895216,0.2596121037458051,11.352068672895218,0.9353009086281896,9.522630136151788,,,,,0.8252619421153479,9.736905805502865,,,,,,,,,,,0.6140047769296805,11.352068672895216,0.2963955365312619,11.352068672895214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-04-30,115.83351648672668,,,,,,,,,,,,,,,,,,,0.5599332006607702,13.953535403185906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4514688691939063,11.686236476967542,,,0.2005352471262966,12.142774721542752,,,0.4094342865738366,11.51815535762892,,,,,0.3146500061100715,11.939934518356177,0.2596121037458051,11.97672068387027,0.9353009086281896,10.01547613639295,,,,,0.8252619421153479,9.245225428902751,,,,,,,,,,,0.6140047769296805,12.223441380785784,0.2963955365312619,11.132016379093626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-05-31,120.36072615893504,,,0.1044732667786295,13.438396815858486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4514688691939063,12.251473282982738,,,0.2005352471262966,12.940822295331705,,,0.4094342865738366,12.860150483072422,,,,,0.3146500061100715,12.50784546745643,0.2596121037458051,12.619359278662731,0.9353009086281896,10.655602844404337,,,,,0.8252619421153479,9.817508810473225,,,,,,,,,,,0.6140047769296805,11.945394963294122,0.2963955365312619,11.324171917398862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-06-30,122.35995351433203,,,0.1044732667786295,14.27313719717299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2005352471262966,13.73256718852879,,,0.4094342865738366,13.112688115362232,,,0.2914220726205878,11.789230351904328,0.3146500061100715,13.023514797958,,,0.9353009086281896,10.961503905761004,,,,,0.8252619421153479,10.099620901931724,,,,,,,2.4054267107720313,11.789230351904328,,,,,,,0.352692242316072,11.789230351904328,0.4073553353543229,11.789230351904328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-07-31,125.71452259795056,,,0.1044732667786295,13.24825470513632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2005352471262966,12.892822781262389,,,0.4094342865738366,13.50356428810142,,,0.2914220726205878,13.371863515695956,0.3146500061100715,13.181201089662933,,,0.9353009086281896,12.09447661401355,,,,,0.8252619421153479,9.567638235815316,,,,,,,2.4054267107720313,10.650356546473752,,,,,,,0.352692242316072,13.826514283947082,0.4073553353543229,13.377830537841843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-08-31,128.25406409673707,,,,,,,,,,,,,,,,,,,0.5592040030254133,12.671562623228104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2005352471262966,13.520046215038452,,,0.4094342865738366,13.747845105983988,,,0.2914220726205878,16.229511602995014,0.3146500061100715,13.567699525322194,,,0.9353009086281896,13.23311513129816,,,,,0.8252619421153479,9.22910309644022,,,,,,,2.4054267107720313,9.774301008292978,,,,,,,0.352692242316072,13.79389740913603,0.4073553353543229,12.48698237900191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-09-30,137.18861158999803,,,,,,,,,,,,,,,,,,,0.5592040030254133,11.368617338842771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5580904193777964,14.26203809407021,,,,,2.262863055218608,14.262038094070208,0.4094342865738366,14.734994007265527,,,0.2914220726205878,19.174221456412244,0.3146500061100715,14.56996945368993,0.2702812420008637,14.26203809407021,,,,,,,0.8252619421153479,8.94699100498172,,,,,,,2.4054267107720313,10.6253244875024,,,,,,,,,0.4073553353543229,14.98237955909281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
2007-10-31,143.41910348876564,,,,,,,,,,,,,,,,,,,0.5592040030254133,11.670588012443051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5580904193777964,17.470158525808902,,,,,2.262863055218608,16.099557968607634,0.4094342865738366,14.263253688282012,,,0.2914220726205878,17.24716431968443,0.3146500061100715,14.2476735715006,0.2702812420008637,16.039091069583943,,,,,,,0.8252619421153479,8.471430599750787,,,,,,,2.4054267107720313,11.10089805105614,,,,,,,,,0.4073553353543229,16.80928768204815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
