date,portfolio_value,WBA_shares,WBA_value,AZO_shares,AZO_value,BBY_shares,BBY_value,CCL_shares,CCL_value,COST_shares,COST_value,CTAS_shares,CTAS_value,DRI_shares,DRI_value,FDS_shares,FDS_value,STZ_shares,STZ_value,KMX_shares,KMX_value,SYY_shares,SYY_value,ADP_shares,ADP_value,NKE_shares,NKE_value,MKC_shares,MKC_value,ORCL_shares,ORCL_value,PAYX_shares,PAYX_value,GPC_shares,GPC_value,GWW_shares,GWW_value,EA_shares,EA_value,EL_shares,EL_value,CVX_shares,CVX_value,TRV_shares,TRV_value,TXN_shares,TXN_value,NVDA_shares,NVDA_value,KLAC_shares,KLAC_value,COP_shares,COP_value,WDC_shares,WDC_value,ADM_shares,ADM_value,RMD_shares,RMD_value,CPRT_shares,CPRT_value,WSM_shares,WSM_value,JBL_shares,JBL_value,MU_shares,MU_value,DECK_shares,DECK_value,EMN_shares,EMN_value,CMI_shares,CMI_value,HAS_shares,HAS_value,FAST_shares,FAST_value,F_shares,F_value,NVR_shares,NVR_value,XOM_shares,XOM_value,TER_shares,TER_value,VLO_shares,VLO_value,CTRA_shares,CTRA_value,DE_shares,DE_value,BG_shares,BG_value,CSGP_shares,CSGP_value,DD_shares,DD_value,URI_shares,URI_value,FCX_shares,FCX_value,TXT_shares,TXT_value,DVN_shares,DVN_value,LHX_shares,LHX_value,GRMN_shares,GRMN_value,BMY_shares,BMY_value,EBAY_shares,EBAY_value,CTSH_shares,CTSH_value,SWKS_shares,SWKS_value,AES_shares,AES_value,RL_shares,RL_value,TTWO_shares,TTWO_value,AXON_shares,AXON_value,FDX_shares,FDX_value,J_shares,J_value,PWR_shares,PWR_value,MRK_shares,MRK_value,GLW_shares,GLW_value,HRL_shares,HRL_value,DLTR_shares,DLTR_value,INTC_shares,INTC_value,ALGN_shares,ALGN_value,DHI_shares,DHI_value,ICE_shares,ICE_value,LRCX_shares,LRCX_value,AMAT_shares,AMAT_value,MPWR_shares,MPWR_value,SMCI_shares,SMCI_value,EXPD_shares,EXPD_value,VZ_shares,VZ_value,LEN_shares,LEN_value,FSLR_shares,FSLR_value,PHM_shares,PHM_value,PRU_shares,PRU_value,KDP_shares,KDP_value,EOG_shares,EOG_value,LULU_shares,LULU_value,PCAR_shares,PCAR_value,TPR_shares,TPR_value,LUV_shares,LUV_value,FFIV_shares,FFIV_value,AMP_shares,AMP_value,NEM_shares,NEM_value,GE_shares,GE_value,STLD_shares,STLD_value,WMT_shares,WMT_value,ALB_shares,ALB_value,NWSA_shares,NWSA_value,QCOM_shares,QCOM_value,BA_shares,BA_value,RCL_shares,RCL_value,UAL_shares,UAL_value,PSX_shares,PSX_value,MHK_shares,MHK_value,MOS_shares,MOS_value,NUE_shares,NUE_value,CF_shares,CF_value,APA_shares,APA_value,FANG_shares,FANG_value,INCY_shares,INCY_value,OXY_shares,OXY_value,run
2006-07-31,102.89801182396351,,,,,,,,,,,1.2789641982454518,8.671878225575247,0.6567906953816335,11.259852477399676,,,,,,,,,,,1.343319723542847,10.360204889548948,,,1.0113483249477004,12.157991997273456,0.508588119997868,9.158780677156123,,,0.1998187329756261,8.980679100071537,,,,,0.367740054613358,11.538828289606135,0.3627009001772259,10.574617632405904,0.5346695696474096,10.05805418027137,29.96048930927966,10.137124354655128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2006-08-31,109.31942251867348,0.3899462399726535,11.27229554414845,,,0.4126759138541991,11.27229554414845,,,,,,,,,,,,,,,,,0.4775945502052431,11.27229554414845,1.343319723542847,10.591015585475049,,,,,,,0.4916910936830418,11.27229554414845,0.1998187329756261,9.66193670260869,,,,,0.367740054613358,11.29676099703422,0.3627009001772259,10.135935968664826,,,,,0.4810335627278122,11.27229554414845,0.4433366444888547,11.27229554414845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2006-09-30,111.5988568315788,,,,,,,,,,,,,,,,,,,,,0.5852232784088531,11.265982320825389,,,1.343319723542847,11.490645327164044,,,,,,,0.4916910936830418,11.763224185020892,0.1998187329756261,9.739605197702298,,,0.7126315708917633,11.265982320825389,,,0.3627009001772259,10.82628856246376,,,,,0.4810335627278122,11.449181955100867,,,1.0276674428206185,11.265982320825389,0.4783176111359145,11.265982320825389,0.6720346439313365,11.265982320825389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2006-10-31,117.90532787991071,,,,,,,,,,,,,,,,,,,,,0.5852232784088531,11.781289741411028,,,1.343319723542847,12.072411137382693,,,,,,,0.4916910936830418,12.51699459940954,0.1998187329756261,10.576670859674785,,,,,,,0.3627009001772259,11.874776887600904,,,,,0.4810335627278122,12.659234301405192,,,1.0276674428206185,11.378019845106818,,,0.6720346439313365,12.312805023178294,6.28638098719255,11.366562742370732,1.041983734207937,11.366562742370732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2006-11-30,123.15156104205892,0.4992914714547324,11.83417200518664,,,,,,,,,,,,,,,,,0.5129680174136131,11.83417200518664,0.5852232784088531,12.136845298213178,,,,,,,,,,,0.4916910936830418,12.893710997863508,0.1998187329756261,10.515636139876412,,,,,,,0.3627009001772259,12.03269617106163,,,,,0.4810335627278122,13.302883500177987,,,1.0276674428206185,12.772265027302412,0.5422354865500473,11.83417200518664,0.6720346439313365,13.995007892003848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2006-12-31,125.51049268754971,0.4992914714547324,13.436666709298215,,,,,,,0.3365818847071894,12.22623835401462,,,,,,,,,0.5129680174136131,13.755237660900512,,,,,,,,,,,,,,,,,,,0.7640895262529372,12.22623835401462,0.3433126088050536,12.22623835401462,,,,,,,,,0.4214606505459807,12.22623835401462,1.0276674428206185,12.734919839248631,,,,,,,,,0.6371801017240074,12.226238354014622,0.8966959568966206,12.22623835401462,3.6709302179538694,12.22623835401462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-01-31,126.16276908360244,0.4992914714547324,13.263915334248836,,,,,,,0.3365818847071894,12.98705921972281,,,,,,,,,0.5129680174136131,14.729876698304608,,,,,,,,,,,,,,,,,,,0.7640895262529372,14.398495640853056,0.3433126088050536,12.118160835392652,,,,,,,,,0.4214606505459807,11.284839468971692,1.0276674428206185,12.19962672307056,,,,,,,,,0.6371801017240074,11.947346881076992,0.8966959568966206,11.341675349079946,3.6709302179538694,11.891772932881272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-03-31,123.62495674097386,0.4992914714547324,13.45997005079468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.445639744793902,12.299041733290604,0.2172636204618413,12.299041733290604,,,,,0.3433126088050536,12.386172127436412,,,,,,,,,0.4214606505459807,11.685522429708518,,,,,,,,,,,,,,,,,0.6652240939019919,12.299041733290604,0.5156935173678172,12.299041733290604,0.7650500001439712,12.299041733290604,4.25464430769571,12.299041733290602,2.9960686158106498,12.299041733290604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-04-30,132.86550904028218,0.4992914714547324,12.87629038971894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2172636204618413,13.15571318995593,,,,,0.3433126088050536,13.027588790755935,,,,,,,,,0.4214606505459807,11.85648518757102,,,,,,,,,,,,,,,,,,,0.5156935173678172,15.664447311559352,,,,,2.9960686158106498,12.532862439726705,0.0163082893601317,13.438030432748567,0.3235444033758071,13.438030432748567,0.835140699271967,13.438030432748567,0.3676985739072497,13.438030432748567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-05-31,137.6215562373688,0.4992914714547324,13.2370541143776,0.1058506041076746,13.615563723218845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4674921873714915,13.615563723218845,0.2172636204618413,14.020332790085266,,,,,0.3433126088050536,13.64723410394433,,,,,,,,,0.4214606505459807,13.237886039964517,,,,,,,,,,,,,,,,,0.6998529870902473,13.615563723218845,0.5156935173678172,16.0162875862491,,,3.8091380917489617,13.615563723218845,2.9960686158106498,13.000506709872596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-06-30,141.31086180363152,0.4992914714547324,12.793133553614686,0.1058506041076746,14.46130901634186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4674921873714915,13.15922900987037,0.2172636204618413,14.878117318353528,,,,,0.3433126088050536,14.209865824940191,,,,,,,,,0.4214606505459807,13.497848726233826,,,,,,,,,,,,,,,,,0.6998529870902473,13.238947966093624,0.5156935173678172,17.23777739235313,,,3.8091380917489617,13.15060919925143,2.9960686158106498,14.68402379657885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-07-31,143.27258356306274,0.4992914714547324,12.981177329879849,0.1058506041076746,13.422914848469896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4674921873714915,12.71510929185805,0.2172636204618413,13.968322592489812,,,,,0.3433126088050536,14.381925496513098,,,,,,,,,0.4214606505459807,13.900206153170696,,,,,,,,,,,,,,,,,0.6998529870902473,14.261757861784895,0.5156935173678172,20.21660857045375,,,3.8091380917489617,14.159054003001808,2.9960686158106498,13.265507415440885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-08-31,143.46759522509817,,,,,,,,,,,,,,,,,,,0.5754921932214412,13.040653010584718,,,,,,,,,,,,,0.4674921873714915,13.276300007582988,0.2172636204618413,14.647873111558704,,,,,0.3433126088050536,14.803630157540796,,,,,,,,,0.4214606505459807,14.15167190821848,,,,,,,,,,,,,1.1660888948264672,13.040653010584718,,,0.6998529870902473,13.834851117094397,0.5156935173678172,20.168929188967073,,,3.8091380917489617,14.32869911847284,2.9960686158106498,12.17433459449345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-09-30,146.56755280297773,,,,,,,,,,,,,,,,,,,0.5754921932214412,11.699756244285329,,,,,,,,,,,,,,,,,,,,,0.3433126088050536,15.897195226182308,,,,,,,,,0.4214606505459807,15.16780680988063,,,,,,,,,1.4246380933924738,15.094744755826271,,,,,,,,,,,,,,,2.9960686158106498,13.234325987671852,0.0320994040527937,15.094744755826271,0.309106491629966,15.09474475582627,,,0.430245087598637,15.094744755826271,2.3949829208413145,15.094744755826271,0.2887643059055904,15.094744755826271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-10-31,149.5606677087805,,,,,,,,,,,,,,,,,,,0.5754921932214412,12.010522555503746,,,,,,,,,,,,,,,,,,,,,0.3433126088050536,15.545552037601984,,,,,,,,,0.4214606505459807,14.68220839637906,,,,,,,,,,,,,,,,,,,,,,,,,2.9960686158106498,13.826671682067516,0.0320994040527937,15.271291478116638,0.309106491629966,15.00178900610602,,,0.430245087598637,15.82498987709683,2.3949829208413145,17.03953778232842,0.2887643059055904,15.809389707290103,0.1901124683015244,14.54871518629018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-11-30,145.13811268098652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3433126088050536,14.91020028780852,,,,,,,,,0.4214606505459807,13.899156295822037,,,,,,,,,,,1.023376187763748,13.675127039467313,1.682851775444877,13.675127039467313,,,,,,,,,,,2.9960686158106498,11.70668460980018,0.0320994040527937,15.792906793974536,0.309106491629966,14.540265884272468,,,0.430245087598637,14.627385974357594,2.3949829208413145,14.777042520279906,0.2887643059055904,17.53421623573665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2007-12-31,150.34161600366278,0.7374135075357072,16.60117827301511,,,0.5367747340009672,16.60117827301511,,,,,2.546546106023221,16.60117827301511,,,,,,,,,,,,,,,,,,,,,0.6225873060067078,16.60117827301511,0.255685688108958,16.60117827301511,,,,,0.3433126088050536,15.961351560411366,,,,,,,,,,,,,,,,,,,,,1.023376187763748,12.365957287442084,1.682851775444877,11.916426438797274,,,0.911456082110286,16.60117827301511,,,,,,,2.9960686158106498,10.490811078921396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2008-01-31,142.66178040012682,0.7374135075357072,15.275873953788546,,,0.5367747340009672,15.365159355896251,,,,,2.546546106023221,16.206148591752488,,,,,,,,,,,,,,,,,,,,,0.6225873060067078,15.872065895153543,0.255685688108958,15.05715152515874,,,,,0.3433126088050536,14.237457187101084,,,,,,,,,,,,,,,,,,,,,1.023376187763748,10.730120448641465,1.682851775444877,11.489078869272593,,,0.911456082110286,18.07820206098288,,,,,,,2.9960686158106498,10.350522512379214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2008-02-29,138.43242325145962,0.7374135075357072,15.916725291397883,,,0.5367747340009672,13.59870312925203,,,0.2872179608255182,12.337060173224222,,,,,,,,,0.6719531461381574,12.337060173224222,,,,,,,,,,,,,0.6225873060067078,14.903776195567978,0.255685688108958,13.972147419364653,,,,,0.3433126088050536,14.820634441112896,,,,,,,,,,,,,,,,,,,,,,,1.682851775444877,12.36021372481534,,,0.911456082110286,18.007050185432405,,,,,,,2.9960686158106498,10.179052518068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
