tic,anchor_date,mkvaltq,EV,Pred_EBIT_dollar,True_EBIT_dollar,Pred_EBIT_EV,True_EBIT_EV
NVDA,2021-04-30,374036.74,382532.74,-1408.6849338772265,-2071.8075780359604,-0.0036825212238754427,-0.005416026816517615
TPR,2021-03-31,11489.348,13943.248,542.7766230146336,556.9619385250338,0.038927559992810404,0.03994492090544713
NEM,2021-03-31,48276.27,50711.27,1955.079009447335,1174.735094843789,0.038553146262109685,0.02316516811438146
STX,2021-03-31,17618.4998,24079.4998,614.4714257752644,688.1150398026053,0.02551844643281437,0.028576799581302152
WDC,2021-03-31,20425.5,30795.5,736.3370241733038,1847.5471186569773,0.0239105396623956,0.059994061426408965
ALK,2021-03-31,8612.6308,14752.630799999999,328.6075179892252,142.87237903731224,0.022274502930638325,0.009684535658366253
DECK,2021-03-31,9222.0222,8730.535199999998,192.2197610510313,167.3722268487749,0.022016950467255585,0.01917090109765263
SWKS,2021-03-31,30292.548,29888.048,530.052030295371,781.2310078802062,0.017734581739676375,0.026138575790570405
CNC,2021-03-31,37239.2066,67687.2066,1144.5699358541221,999.4695275255922,0.016909693771498056,0.014766003469931822
MMM,2021-03-31,111691.779,132846.77899999998,1872.399458456862,3117.1455309705925,0.014094428728730127,0.023464216102451328
HAS,2021-03-31,13222.5556,18181.9556,237.69733254469102,348.4295492962913,0.013073254482300628,0.019163480373711357
LRCX,2021-03-31,84885.3907,88990.53670000001,826.3887545850595,1252.1823396750926,0.009286254305566621,0.014070960644909702
GE,2021-03-31,115263.5563,208052.5563,1551.767909446683,1300.114283913314,0.007458538059052356,0.006248970486277625
UNH,2021-03-31,351234.08,445857.08,3077.24117616014,2577.8605806935584,0.006901855581524331,0.005781809230647539
AAPL,2021-03-31,2038232.1558,2206790.1558,14336.19878585576,5452.5264344381285,0.006496403270685535,0.002470795159253143
UAL,2021-03-31,18618.6206,50176.620599999995,207.4210106651058,-604.3077466196041,0.004133817865468322,-0.012043611933076341
AMZN,2021-03-31,1559416.32,1710062.32,6300.101204361325,-4151.9230996893,0.003684135443883311,-0.0024279367196917714
MSFT,2021-03-31,1776291.18,1894682.18,4926.8872178453985,1210.8593158266326,0.00260037660661663,0.0006390830761001999
IT,2021-03-31,15896.8191,20871.7791,16.49098079436262,64.40061668208985,0.0007901090134842708,0.0030855355632855392
PYPL,2021-03-31,285094.16,330148.16,-175.1789760171712,-87.54324589938574,-0.0005306071553364745,-0.00026516351294941565
AMD,2021-03-31,95377.5,97029.5,-362.17119248251623,-471.92803491837816,-0.0037325884651834363,-0.00486375828916338
ILMN,2021-03-31,56072.76,54702.76,-251.55141688269566,-770.8415858308676,-0.004598514167890169,-0.014091456917911777
CSCO,2021-01-31,188172.18,208523.18,3586.9415830815665,2407.490882679628,0.017201644359545864,0.011545435297311446
NVDA,2021-01-31,322145.8,330701.8,-1054.727695877274,-2989.428608685371,-0.0031893618234834953,-0.009039650248911167
NEM,2020-12-31,47912.0,51203.0,1909.9749321439765,1747.277288235919,0.03730201222865802,0.03412451005284688
SWKS,2020-12-31,25209.912,25224.412,871.988609962069,451.6450638092064,0.034569234357655944,0.017905077978000297
WDC,2020-12-31,16949.34,27328.34,822.5312080451938,1003.7241033315964,0.030098103582039515,0.03672832317409679
TPR,2020-12-31,8634.024,11215.423999999999,293.47091528941905,354.5569893984763,0.02616672497530357,0.03161333797085837
MMM,2020-12-31,100984.9225,121917.9225,2436.0870648320447,2300.4231933413607,0.01998136955484986,0.018868621989038246
STX,2020-12-31,14902.86,20854.86,399.4322690343438,384.0024954720581,0.01915295854464349,0.018413093900992772
HAS,2020-12-31,12843.6968,18142.6338,335.19500313601975,246.08485294261118,0.018475542571774764,0.013563899026756037
DECK,2020-12-31,8073.4306,7656.989599999999,139.05031803773613,63.92062942979429,0.018159919929594284,0.008348010480488872
UNH,2020-12-31,331743.28,422367.28,6366.471304527664,2471.2589102165043,0.015073306115302453,0.005850971482015615
CNC,2020-12-31,34906.1844,63406.1844,943.2076206974989,906.417585358334,0.014875640753703812,0.014295412883389558
AAPL,2020-12-31,2232278.7675,2420294.7675,25500.443520737328,4083.9659739023355,0.010536090009845187,0.0016873837140592568
VFC,2020-12-31,33394.1143,39635.102300000006,354.67231555103444,341.51920639246856,0.008948439513704356,0.0086165844560585
LRCX,2020-12-31,67631.4254,71694.9624,625.5659118426712,435.1434876190091,0.008725381685152696,0.006069373259326921
GE,2020-12-31,94667.3244,187527.32439999998,1582.112837630719,1342.912010658387,0.008436705651790973,0.007161153794280804
IT,2020-12-31,14231.6,19100.453,41.28126203145516,18.616867511351288,0.002161271359975345,0.0009746819885031673
ALK,2020-12-31,6459.336,11942.336,-8.913398555307621,-45.54048570798907,-0.0007463697684697216,-0.003813364965446381
MSFT,2020-12-31,1678381.32,1798313.32,-2833.391667449907,-2590.485423255433,-0.00157558287309461,-0.0014405083888581957
AMZN,2020-12-31,1638235.79,1794061.79,-4998.315664928454,-3524.326957573424,-0.0027860331749936292,-0.001964440119742712
PYPL,2020-12-31,274482.4,317572.4,-2104.4764842270893,-1711.865323150877,-0.006626761280977469,-0.005390472607666399
ILMN,2020-12-31,54020.0,54236.0,-375.4723433049594,-705.5091488144301,-0.006922935749409238,-0.013008133874445573
AMD,2020-12-31,111060.81,112372.81,-975.4365884827251,-780.9873533187957,-0.008680361276742347,-0.006949967285847847
UAL,2020-12-31,13487.2963,43424.2963,-1164.9278089913203,-1105.3837679452158,-0.026826636428218188,-0.025455421552685376
MU,2020-11-30,71588.53,77903.53,3892.8457751161377,3774.3965186904334,0.04997008190920409,0.04844962120061098
ADBE,2020-11-30,229187.13,234745.13,-1503.6201574792397,-1887.5457983473489,-0.006405330570560674,-0.008040830488570088
CSCO,2020-10-31,151569.8,172663.8,2425.60005677457,1809.6344235245915,0.014048110007856714,0.010480682247955805
NVDA,2020-10-31,310341.84,317212.84,-2658.1331512153615,-3283.089058157036,-0.008379651817421266,-0.010349798760217386
NEM,2020-09-30,51013.8,54339.8,2279.1413672970684,2326.0020158337306,0.04194239521119084,0.042804758498075635
LRCX,2020-09-30,47968.7278,51405.885800000004,1293.698077866807,515.2789469671364,0.02516634151388958,0.010023734421616297
WDC,2020-09-30,11111.2,21514.2,528.5230967945041,644.921320285098,0.024566244470838057,0.029976542018067043
TPR,2020-09-30,4335.762,6919.762000000001,158.59947947236333,179.9463181954774,0.022919788205485004,0.02600469758865657
STX,2020-09-30,12692.1984,17818.1984,372.69370756428384,439.836780956429,0.020916464122673808,0.02468469432669629
CNC,2020-09-30,33815.4176,60901.4176,1131.5618771333786,1161.0166829822754,0.018580222295734847,0.019063869590160005
HAS,2020-09-30,11335.1216,17046.781600000002,283.29400716591186,285.600589636462,0.016618621263142824,0.01675393023375521
SWKS,2020-09-30,24094.8,24099.0,341.5901291310116,388.4919754465993,0.014174452430848236,0.016120667888567964
MMM,2020-09-30,92395.348,114718.348,1418.6891436220717,2257.4482031006946,0.01236671524961353,0.01967817914446166
DECK,2020-09-30,6178.3208,6223.8548,59.91534118031083,59.06167483718564,0.00962672541465955,0.009489565026032683
UNH,2020-09-30,295869.73,380912.73,3177.0975487753703,3555.2568861531563,0.0083407492019901,0.009333520793996977
GE,2020-09-30,54574.0088,86412.00880000001,676.7900123162505,542.9280905256167,0.007832129141710803,0.006283016655500046
VFC,2020-09-30,27395.0413,34410.3283,186.5614797694655,274.754780100547,0.005421671021065658,0.00798466023646008
AAPL,2020-09-30,1966078.923,2130270.923,6244.19060795905,9951.589534591065,0.0029311720591696073,0.004671513574703693
IT,2020-09-30,11171.5296,15779.6516,23.77876901041871,23.576227150491075,0.0015069261104864134,0.0014940904747536427
MSFT,2020-09-30,1590936.12,1709329.12,-1299.1271911448068,647.465411913255,-0.0007600216809883908,0.00037878335092849465
PYPL,2020-09-30,230919.16,269451.16000000003,-1482.028531220468,-2163.7144526542515,-0.005500174989858896,-0.008030080303436998
AMZN,2020-09-30,1580662.46,1719591.46,-11069.608794761796,-2662.286574854138,-0.006437348086598311,-0.0015482087674790722
ILMN,2020-09-30,45434.76,45571.76,-364.13738046057534,-583.712187015821,-0.007990417321178188,-0.012808638222790188
AMD,2020-09-30,98551.98,100250.98,-899.620181158476,-525.0479639969826,-0.00897367967034812,-0.005237334976645441
ALK,2020-09-30,4529.7024,9803.7024,-294.1833891383997,-162.69338971028876,-0.030007376513020195,-0.01659509673715603
UAL,2020-09-30,10111.9025,35884.9025,-1285.8032228740399,-1317.7532312624937,-0.035831314377238174,-0.03672166118502047
MU,2020-08-31,50652.63,56299.63,2742.1666135110704,2667.4604462667894,0.04870665426240049,0.04737971539540827
ADBE,2020-08-31,246427.2,252336.2,-971.7534524954094,-2114.558196883096,-0.0038510267353451836,-0.008379924073054504
CSCO,2020-07-31,199562.7,221977.7,1945.7517165484028,2326.375073871463,0.008765527873062937,0.010480219742214929
NVDA,2020-07-31,261972.03,268555.03,-2016.1496323371084,-2517.1658656539303,-0.007507398510975974,-0.009372998396842278
NEM,2020-06-30,49577.22,53612.22,1882.9208189687297,1973.3544117415895,0.03512111266738683,0.03680792199505242
CNC,2020-06-30,36817.3748,63164.37479999999,1336.8337840938098,1109.5456626195821,0.02116436342996638,0.017566004035230034
WDC,2020-06-30,13333.3,23867.3,472.3160137416571,408.1111615326641,0.01978925197829906,0.017099175924074533
HAS,2020-06-30,10269.8739,15764.5629,292.22262938174754,225.00945220258487,0.01853667819624403,0.014273117093692769
TPR,2020-06-30,3667.936,6274.636,111.77712289490223,107.25693976997816,0.01781412067487297,0.01709373097817597
MMM,2020-06-30,89853.2038,112799.2038,1944.72369507009,1770.990241286464,0.017240579982445672,0.01570037891780282
STX,2020-06-30,12427.7668,17599.766799999998,301.8100571543641,293.3693933889327,0.017148525919920946,0.016668936396869345
UNH,2020-06-30,280202.5,362276.5,4610.244290656784,2798.7715922341235,0.01272576137468697,0.0077255123979450046
DECK,2020-06-30,5499.902,5419.96,66.6110806193405,43.132945075139226,0.012289957973737905,0.007958166679300074
LRCX,2020-06-30,47008.7653,49461.4153,539.9996610661872,236.37579863817317,0.01091759420531962,0.0047789938319491064
SWKS,2020-06-30,21365.406,21107.005999999998,181.00383397635008,192.87777894508963,0.008575533354960438,0.009138092770954329
GE,2020-06-30,59784.9639,85592.9639,497.09733796765596,468.31370678079094,0.0058076892692771435,0.005471404253834829
VFC,2020-06-30,23744.7225,30028.3415,154.79510740469732,62.91299638974395,0.005154966930314727,0.002095120584323445
PYPL,2020-06-30,204371.79,241163.79,701.8901555090501,-2105.949854918564,0.0029104292792423363,-0.008732446338310424
IT,2020-06-30,10841.1995,15645.052500000002,33.95037205979181,40.03402333727942,0.002170038870741521,0.0025588935120083116
AAPL,2020-06-30,1562780.9472,1717971.9472,77.64325114141724,6030.300142530795,4.519471419074242e-05,0.0035101272476300623
MSFT,2020-06-30,1540774.21,1669808.21,-457.99329269769424,93.15663590068576,-0.00027427898003788963,5.578882373604197e-05
AMZN,2020-06-30,1382168.82,1499779.82,-3059.247131653855,-3593.633401747838,-0.002039797502845354,-0.0023961073177713767
ILMN,2020-06-30,54071.1,54205.1,-289.5466513705095,-516.8854896553034,-0.005341686508658954,-0.009535735376473864
AMD,2020-06-30,61764.14,63117.14,-511.4576600508447,-380.8082703220992,-0.008103308547422217,-0.006033357505142014
UAL,2020-06-30,10070.887,34562.887,-973.6298320228187,-1881.4709099155361,-0.02816980630185258,-0.05443616182628309
ALK,2020-06-30,4483.1501,8659.150099999999,-291.504832209687,-354.1361628452919,-0.033664369925829905,-0.04089733504507468
MU,2020-05-31,53275.92,57759.92,2087.710671093568,1900.7840151744128,0.03614462539237534,0.032908356091462955
ADBE,2020-05-31,185568.0,192215.0,-1413.3356893849673,-1220.8750186669404,-0.007352889677626446,-0.006351611573846684
CSCO,2020-04-30,178843.6,201186.6,2608.21137640914,2437.5424855293354,0.012964140635654363,0.012115829212926385
NVDA,2020-04-30,179752.2,173539.2,-2014.5130395887402,-1623.795159962641,-0.011608403401587307,-0.009356935839064839
NEM,2020-03-31,36314.56,41031.56,1454.6279433390698,1400.9098349660526,0.0354514413621873,0.03414225135398344
STX,2020-03-31,12558.7776,17752.7776,482.67033984869613,308.25988414452485,0.027188440633013736,0.017364036833567093
DECK,2020-03-31,3751.866,3599.6339999999996,86.398982003314,31.415563023507612,0.02400215744248277,0.008727432573285955
CNC,2020-03-31,34405.638,64365.638000000006,1461.679053273873,1751.7877430837316,0.02270899658096876,0.027216194813197245
WDC,2020-03-31,12486.0,23251.0,444.13010982296623,369.4381071481247,0.019101548742977346,0.015889127656794316
GE,2020-03-31,69451.9105,75782.9105,1252.4100680141908,151.27667900587218,0.016526286200293016,0.001996184601617698
SWKS,2020-03-31,14971.15,14552.15,224.3354792869255,115.90406907290907,0.01541596803818855,0.007964738480080885
LRCX,2020-03-31,34837.44,38065.486999999994,497.6816710676298,146.5652078297501,0.013074354495126514,0.0038503436940068607
HAS,2020-03-31,9802.8509,15504.641899999997,180.39213294106364,154.5085808041853,0.011634717789971253,0.009965311150087596
UNH,2020-03-31,236162.86,314363.86,3547.87832748766,3762.7250934617564,0.011285897582144653,0.011969330995814076
MMM,2020-03-31,78520.006,103251.006,1121.8559447482355,1499.8584658428063,0.010865327014326966,0.014526332710431957
TPR,2020-03-31,3575.495,7095.294999999999,62.37507158672505,52.440693279028295,0.00879104696657786,0.007390910917590925
AAPL,2020-03-31,1099546.6542,1241006.6542,10024.162757006934,4267.7473121031835,0.008077444809084356,0.003438939910321702
IT,2020-03-31,8891.0036,13816.920599999998,84.9021871629812,43.676610131015785,0.0061447980791741125,0.003161095832816452
MSFT,2020-03-31,1197018.9,1316490.9,3345.9615142567554,1491.6755641230068,0.0025415758774001065,0.0011330694075614247
ILMN,2020-03-31,40148.64,40014.64,3.604443860226185,-385.41033108298075,9.007812791083926e-05,-0.009631733062773543
AMZN,2020-03-31,972910.28,1074743.28,-5977.535084984753,-1922.7954838334194,-0.005561825969253562,-0.0017890742092692307
AMD,2020-03-31,53257.08,54611.08,-382.27769318663957,-380.54282040429075,-0.007000002438820832,-0.00696823465868631
UAL,2020-03-31,7800.9584,34270.9584,-1051.4342509862975,-1672.6533597977946,-0.030680036394497137,-0.04880672843388571
ALK,2020-03-31,3489.995,7661.994999999999,-298.66774319388225,-351.6075304971132,-0.038980414786734044,-0.04588981466277559
MU,2020-02-29,58446.72,62649.72,1997.5454458260135,1476.309704229258,0.03188434754099481,0.023564506022201823
ADBE,2020-02-29,166692.96,173775.96,-1039.3487751753428,-1061.6807345639138,-0.0059809698371129285,-0.006109479899083359
CSCO,2020-01-31,194958.77,221884.77,3245.5131409877513,3498.116681864893,0.014627020777441152,0.015765465479513952
NVDA,2020-01-31,144695.16,138044.16,-1068.0623415539874,-1340.9610522810262,-0.007737106311154252,-0.009714000594310011
WDC,2019-12-31,18977.53,29759.53,1213.7686636435033,756.2495998571118,0.0407858814854772,0.02541201423063845
NEM,2019-12-31,35107.6,41902.6,1309.024625375945,1249.5187078621013,0.031239699335505317,0.029819598494177004
CNC,2019-12-31,26094.0678,40914.067800000004,1119.4605290849356,1241.8041309238147,0.02736126201279198,0.030351519604311126
DECK,2019-12-31,4725.0405,4740.1605,114.11396780786916,46.1773293747009,0.024073861593477512,0.00974172274856535
MMM,2019-12-31,101474.1377,124470.1377,2358.760384152483,2111.700935969018,0.018950411944089002,0.01696552261441756
STX,2019-12-31,15524.978,20650.978,355.8624893793684,494.0129054269024,0.01723223420117771,0.023922010155010696
LRCX,2019-12-31,41655.8888,44373.239799999996,689.1107575290491,266.27794723737003,0.015529872523057223,0.006000867830195488
UNH,2019-12-31,278693.04,362828.04,4994.434278361875,4341.082418230483,0.013765292997646696,0.011964572578873681
HAS,2019-12-31,14454.1014,15259.9804,183.47892744468353,232.12753529791982,0.012023536245477978,0.015211522506144229
TPR,2019-12-31,7443.72,10972.619999999999,129.74204843910235,98.4789475760984,0.011824163093144787,0.008974971116843417
GE,2019-12-31,97520.9234,112495.9234,1281.6941848111335,670.3591289132659,0.011393250049193636,0.005958963744221027
SWKS,2019-12-31,20610.04,20156.640000000003,192.95508855312772,202.21008909523442,0.009572780411473723,0.0100319343449719
IT,2019-12-31,13739.2478,18975.1328,53.581806543468375,60.95970915337674,0.002823790858711059,0.0032126104094184122
MSFT,2019-12-31,1200254.7,1321523.7,3585.974293560327,1588.3708129543375,0.002713514932467974,0.0012019238194171905
AAPL,2019-12-31,1287643.2104,1438828.2104,2137.606907613415,-978.257063692657,0.0014856581850165084,-0.0006798984455696053
VFC,2019-12-31,39318.6605,43542.76249999999,-20.073883857944043,-193.55546973434997,-0.00046101539510599605,-0.00444518121086943
ILMN,2019-12-31,48765.78,49179.78,-151.98784613687337,-480.13488673637266,-0.003090453965773604,-0.009762851455138121
AMZN,2019-12-31,920224.32,1020819.3199999998,-3154.859163194595,-4172.370646913416,-0.003090516706908129,-0.004087276333008094
AMD,2019-12-31,53656.2,55191.2,-528.6471608548421,-567.272334207817,-0.009578468322030362,-0.01027831129252158
ALK,2019-12-31,8333.25,13512.25,-699.8436347144101,-852.8420927278906,-0.05179327163976467,-0.06311621622808124
UAL,2019-12-31,22129.6174,50477.6174,-4361.810560777865,-4942.174482597031,-0.08641078532319683,-0.09790823610856543
MU,2019-11-30,52641.08,57226.08,2000.4170760484274,2022.1576826096107,0.03495638834685911,0.03533629566466217
ADBE,2019-11-30,149298.3907,152678.6887,-1471.5387256365623,-1160.5653066296184,-0.009638140975444218,-0.00760135757328926
CSCO,2019-10-31,201489.91,228409.91,5400.052754714098,5312.0509565470265,0.023641937229054985,0.023256657106283288
NVDA,2019-10-31,123024.24,117104.24,-941.2890171195023,-1225.7728270961798,-0.008038043858356473,-0.010467365033889292
WDC,2019-09-30,17772.72,28699.72,1103.9643967926247,1228.5405140026048,0.03846603370320772,0.042806707312914714
NEM,2019-09-30,31094.4,37036.4,1171.2674806834082,855.9854590650137,0.03162476592442592,0.023112004921240017
STX,2019-09-30,14126.5988,19072.5988,555.9187565227414,584.7165185502917,0.029147509594903313,0.030657411959522353
GE,2019-09-30,78077.9281,113964.92810000002,3079.715434360937,3511.281028241712,0.027023361359545632,0.030810189474789057
TPR,2019-09-30,7187.195,11115.194999999998,294.4873154776236,286.7790732740542,0.026494120479004072,0.02580063357179557
CNC,2019-09-30,17900.6852,32337.6852,765.547908004773,879.4873816535581,0.02367355310901391,0.027196980124401672
MMM,2019-09-30,94538.3844,112807.3844,2181.8573458576466,2148.0276041106563,0.01934144078831817,0.019041551362400495
ALK,2019-09-30,8001.975,13397.975,209.57055054093306,-576.2507405524906,0.015641957127172805,-0.04301028629718227
HAS,2019-09-30,14984.9686,17172.952599999997,254.76702024042632,280.42631946272877,0.014835365016987607,0.01632953435524703
DECK,2019-09-30,4122.396,4580.197,64.92182513676566,52.959668744966095,0.014174461303032525,0.011562749101177546
UNH,2019-09-30,205802.04,292280.04000000004,3793.0056260577053,4487.889523955009,0.012977299531154111,0.015354758826346845
SWKS,2019-09-30,13480.425,13003.125,117.79669710774434,78.46498948615906,0.00905910672301807,0.0060343178648331885
LRCX,2019-09-30,33481.1368,34507.6128,272.9238654463706,436.67872098092545,0.007909091452607542,0.012654561864706138
AAPL,2019-09-30,995151.5669,1133572.5669,8285.898309994003,-248.18248031339095,0.007309543783909299,-0.00021893832610302114
IT,2019-09-30,12794.4592,17632.4612,82.93550437345658,112.53834463488073,0.004703569367471886,0.006382452418774115
MSFT,2019-09-30,1061355.02,1181982.02,3880.17880723278,1460.8469705800167,0.0032827731230909755,0.0012359299429783345
VFC,2019-09-30,35495.0853,40210.7533,130.41496676073461,-44.28841886447924,0.0032432858391820934,-0.0011014073408189358
AMD,2019-09-30,32294.86,34037.86,-78.55542226188985,-351.42077704076564,-0.0023078836995595446,-0.01032440867436336
ILMN,2019-09-30,44720.34,45297.34,-170.35808244207112,-340.0467693392907,-0.0037608849094024313,-0.007506992007462043
AMZN,2019-09-30,859275.45,952625.45,-5519.638701900007,-4406.796521449006,-0.005794133152646727,-0.004625948762390304
UAL,2019-09-30,22422.8978,51068.8978,-3144.0806821371643,-3458.433339628504,-0.06156546973953224,-0.06772093169452552
MU,2019-08-31,50068.62,52537.62,2526.364793597328,2838.9889548336555,0.04808677655358823,0.054037258536524024
ADBE,2019-08-31,137959.7525,141393.51350000003,-1248.8443412225215,-1221.1766407081118,-0.008832401927847428,-0.008636723216501099
CSCO,2019-07-31,235450.0,263889.0,3611.501172613023,4030.192458418661,0.013685682891719711,0.015272301833038364
NVDA,2019-07-31,102750.48,99350.48,-81.07018380027222,-1008.8247056350367,-0.000816001933762899,-0.010154200620218812
TPR,2019-06-30,9100.164,10650.064,428.7516461430137,309.2983399294929,0.04025812860307822,0.02904192312172893
NEM,2019-06-30,31545.4,37645.4,1156.526314349992,733.7965278751265,0.03072158389471202,0.019492329152436327
GE,2019-06-30,91634.256,139544.256,4084.381164350407,4445.815056029248,0.029269432375277467,0.03185953462698778
STX,2019-06-30,12679.8978,16944.8978,476.66377076337744,553.3066031490459,0.028130223999543832,0.032653286533781634
WDC,2019-06-30,14027.25,24359.25,605.8392439895943,720.2128609492933,0.024871013844416156,0.029566298672959686
ALK,2019-06-30,7882.5316,13573.5316,276.3690600772172,146.26645585613383,0.020360880883587968,0.010775858499208403
CNC,2019-06-30,21685.3559,34856.355899999995,670.391248962922,730.3670104226048,0.019232970046731766,0.02095362500078802
UNH,2019-06-30,231321.48,313550.48,5425.352211034316,5672.760345568168,0.017302962543812136,0.018092016142243407
MMM,2019-06-30,99718.8619,119788.8619,1876.7380100364949,2327.6885101440876,0.015667049342226822,0.019431593832882784
HAS,2019-06-30,13337.5558,15048.9328,228.88083071297234,260.99025648311266,0.015209107101134264,0.017342775062635183
SWKS,2019-06-30,13259.532,12913.232,187.14803673188098,111.8267926684038,0.014492734021341906,0.008659860882883836
LRCX,2019-06-30,27130.2947,28999.362699999994,383.81244652376154,263.9555119918451,0.013235202804086505,0.009102114233422281
DECK,2019-06-30,5096.9711,5224.9751,68.89598224464683,71.57342193273149,0.013185896760473909,0.01369832785092727
VFC,2019-06-30,34758.4867,38938.1087,334.9428014027336,176.67200375482295,0.00860192784357638,0.004537251799156413
UAL,2019-06-30,22564.174,51586.174,415.59919834982935,487.953802918836,0.00805640670986434,0.009459003548486384
MSFT,2019-06-30,1023856.28,1153679.28,7189.258513585078,1209.6733316710202,0.0062315919495278425,0.0010485351974692829
AAPL,2019-06-30,896853.6984,1007434.6984000001,4322.022083157849,4006.494127046819,0.004290126288107855,0.003976926875171067
IT,2019-06-30,14506.6488,19403.313799999996,79.95631819259661,127.54573212696074,0.004120755816081098,0.006573399443086921
AMD,2019-06-30,32981.82,35026.82,-111.13174123421003,-301.67864411137367,-0.003172761364982891,-0.00861278997383644
AMZN,2019-06-30,935453.22,1027827.22,-5867.598440475798,-4348.369124910236,-0.005708740074499874,-0.004230642116006848
ILMN,2019-06-30,54486.2,54929.2,-407.6860553617049,-430.11854030738465,-0.00742202790795615,-0.00783041697871778
MU,2019-05-31,36001.44,38458.44,1653.0183015096245,1679.2953176121237,0.04298193846421291,0.04366519592609902
ADBE,2019-05-31,131731.3557,135177.81269999998,-903.203053474578,-873.8977899125821,-0.006681592455405799,-0.006464801970512889
CSCO,2019-04-30,241312.35,267118.35,4867.510740821293,5303.912364092167,0.01822230011836062,0.019856038958357476
NVDA,2019-04-30,110229.0,111034.0,-195.4685304803778,-870.4826177928819,-0.001760438518655347,-0.007839784370489057
ALK,2019-03-31,6931.0445,12634.0445,931.0186237074134,1007.8671859244225,0.07369125727770022,0.07977391451521502
TPR,2019-03-31,9425.349,10947.449,365.91334108486564,815.2890776774448,0.03342453032527173,0.07447297335456367
GE,2019-03-31,87120.8719,133680.8719,4278.772678548362,5250.931561607089,0.03200736663169805,0.03927960288540794
UAL,2019-03-31,21083.5404,50712.5404,1571.016223291036,5990.281200347058,0.03097885081085459,0.11812228598879378
NEM,2019-03-31,19101.18,20391.18,626.483602371281,618.6537435314348,0.030723263801863403,0.03033928117604939
STX,2019-03-31,13257.5803,18537.5803,539.2927455231641,557.892425625781,0.029091862950590377,0.030095212891716024
DECK,2019-03-31,4283.4356,3974.5656,105.91071763680833,111.24535343874318,0.02664711777226883,0.027989311193842965
LRCX,2019-03-31,26831.0929,27842.51689999999,693.3704137557193,465.6627843175391,0.024903295066536154,0.01672488108708086
HAS,2019-03-31,10700.9573,12248.319300000001,239.72918916483502,267.37254177479036,0.019572415063088287,0.02182932492417881
WDC,2019-03-31,14081.58,24644.58,468.4378588271083,531.6656563283134,0.019007743642906808,0.021573329970659406
SWKS,2019-03-31,14244.296,13766.296,242.94322114997195,294.0493017171448,0.017647682510238915,0.02136008856101487
CNC,2019-03-31,21946.4955,35906.495500000005,562.2025909537435,380.82550344365427,0.015657406358516483,0.010606033759091143
UNH,2019-03-31,235638.78,315781.78,4198.569496814631,5657.607381571997,0.013295794003107559,0.01791619320649848
MMM,2019-03-31,119770.0021,140152.00209999998,1711.6077903991925,3646.8591241310437,0.012212510451173874,0.02602074226188342
AAPL,2019-03-31,875153.5958,1010633.5958,10869.695185459026,11401.054902474367,0.010755327381388666,0.01128109628440512
MSFT,2019-03-31,904128.04,1016604.04,8437.767561000139,5306.683153675159,0.008299954779837524,0.005220009900487075
IT,2019-03-31,13663.7894,18675.1914,138.65949225357608,205.79771053033502,0.00742479631312245,0.01101984478350969
ILMN,2019-03-31,45671.43,45789.43,71.377505006038,-154.00715928631058,0.0015588205619951592,-0.003363377951774254
AMZN,2019-03-31,876129.0,960898.0,-2773.8246602540758,-832.5903107256062,-0.0028867004200800457,-0.0008664710621997404
AMD,2019-03-31,27612.64,29597.64,-197.76421077764962,-245.6501509005113,-0.006681756071688473,-0.008299653313592276
CSCO,2019-01-31,209210.96,235010.96,4302.149529779091,3932.839838052628,0.01830616550725588,0.016734708194258804
NVDA,2019-01-31,87112.5,89647.5,-0.8523613977701363,-654.1710219440181,-9.507921556877061e-06,-0.0072971474044900096
ALK,2018-12-31,7496.3549,11464.3549,480.76922262904844,461.7913358146753,0.041936003100274614,0.04028062109405522
NEM,2018-12-31,18468.45,19813.45,782.7477725976951,536.6691036866868,0.03950587972300104,0.02708610078944791
UAL,2018-12-31,22599.983,46087.983,1740.712471524867,2605.9250203107076,0.03776933504607626,0.056542396752548435
TPR,2018-12-31,9787.5,11231.9,358.45632612086337,424.91278882368425,0.03191413083457504,0.03783089137400478
DECK,2018-12-31,3726.9276,3635.8325999999997,99.18704207996623,69.85624830818362,0.02728042046819379,0.019213274095232994
SWKS,2018-12-31,11668.182,10939.782,264.81263333940586,130.66775716970872,0.024206390341179183,0.011944274316408566
STX,2018-12-31,10925.9867,16192.986700000001,365.0007631500397,309.0460566186622,0.02254066960667853,0.019085179426390944
GE,2018-12-31,65875.8584,119220.8584,2431.8775605391997,3059.7745071794943,0.020398087995474455,0.02566475823310709
CNC,2018-12-31,23779.3567,37018.356700000004,697.504607866046,679.1721706989529,0.018842127799423517,0.01834690221943193
MMM,2018-12-31,109860.6005,126992.6005,2072.7330359354432,2139.881835186208,0.01632168352939149,0.01685044503979748
LRCX,2018-12-31,20964.8694,21398.001399999997,316.3993200781556,223.39617709748228,0.014786395895747331,0.010440048718637915
MSFT,2018-12-31,780362.31,899161.31,12366.042774363565,3744.1397592340622,0.01375286351496103,0.004164035660335587
AAPL,2018-12-31,746079.1252,892808.1252,11161.365217131935,6637.058427858381,0.012501415368091158,0.007433913559390601
UNH,2018-12-31,239155.2,314106.2,3511.825143167761,4149.858430502714,0.01118037511888578,0.013211641255418436
HAS,2018-12-31,10247.9813,12035.026300000001,104.65213063818172,83.16695569987797,0.008695629575664634,0.006910409136362084
